,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,Ville
1295,91200,9.0,70.0,111.0,137.0,81.0,63.0,210.0,174.0,207.0,ATHIS-MONS
1296,91210,,1.0,,20.0,2.0,3.0,13.0,7.0,,DRAVEIL
1297,91220,,,,1.0,2.0,,,3.0,8.0,LE PLESSIS-PATE
1298,91230,,15.0,4.0,13.0,1.0,23.0,8.0,25.0,60.0,MONTGERON
1299,91240,,3.0,10.0,20.0,,,,2.0,6.0,SAINT-MICHEL-SUR-ORGE
1300,91260,2.0,18.0,20.0,60.0,22.0,17.0,31.0,27.0,49.0,JUVISY-SUR-ORGE
1301,91270,,18.0,,23.0,3.0,6.0,16.0,13.0,4.0,VIGNEUX-SUR-SEINE
1302,91280,,,,,,,,5.0,,SAINT-PIERRE-DU-PERRAY
1303,91290,,,14.0,8.0,,,5.0,2.0,8.0,LA NORVILLE
1304,91300,1.0,44.0,36.0,102.0,51.0,57.0,55.0,180.0,49.0,MASSY
1305,91310,,,4.0,,,,3.0,,,LINAS
1306,91320,,19.0,1.0,,,,,,,WISSOUS
1307,91330,,4.0,1.0,7.0,44.0,3.0,11.0,19.0,15.0,YERRES
1308,91350,,9.0,29.0,39.0,3.0,25.0,100.0,62.0,41.0,GRIGNY
1309,91360,,,15.0,24.0,4.0,4.0,1.0,4.0,30.0,EPINAY-SUR-ORGE
1310,91370,,,3.0,,,,,,2.0,VERRIERES-LE-BUISSON
1311,91380,,4.0,20.0,1.0,8.0,3.0,9.0,2.0,9.0,CHILLY-MAZARIN
1312,91390,,4.0,,9.0,1.0,,4.0,7.0,,MORSANG-SUR-ORGE
1313,91400,2.0,16.0,19.0,1.0,7.0,1.0,3.0,7.0,,GOMETZ-LA-VILLE
1314,91410,,,,,1.0,,,,1.0,AUTHON-LA-PLAINE
1315,91420,,,,5.0,1.0,1.0,20.0,2.0,2.0,MORANGIS
1316,91430,,1.0,,,,1.0,,,,IGNY
1317,91440,,,,3.0,,,2.0,1.0,4.0,BURES-SUR-YVETTE
1318,91450,,,,,,4.0,,16.0,9.0,SOISY-SUR-SEINE
1319,91460,,,,,4.0,,,,,MARCOUSSIS
1320,91470,,,8.0,,,,,9.0,,FORGES-LES-BAINS
1321,91480,,,8.0,,,,3.0,,,VARENNES-JARCY
1322,91490,,,,5.0,,,,,,DANNEMOIS
1323,91510,,,,,,,2.0,1.0,,JANVILLE-SUR-JUINE
1324,91530,,,,,,,7.0,,12.0,SAINT-MAURICE-MONTCOURONNE
1325,91540,,,5.0,,,4.0,3.0,14.0,,ECHARCON
1326,91550,,,3.0,,,,5.0,8.0,,PARAY-VIEILLE-POSTE
1327,91560,,,5.0,4.0,1.0,,3.0,,2.0,CROSNE
1328,91590,,,,2.0,,,1.0,6.0,7.0,D'HUISON-LONGUEVILLE
1329,91600,,29.0,30.0,27.0,15.0,1.0,70.0,21.0,65.0,SAVIGNY-SUR-ORGE
1330,91630,,,,1.0,,,3.0,9.0,,GUIBEVILLE
1331,91640,,,1.0,,,,,,,VAUGRIGNEUSE
1332,91680,,,,,,,4.0,,3.0,BRUYERES-LE-CHATEL
1333,91700,,8.0,8.0,12.0,2.0,1.0,15.0,18.0,11.0,SAINTE-GENEVIEVE-DES-BOIS
1334,91730,,,,39.0,,,,,,TORFOU
1335,91750,,,,,,,6.0,,,CHEVANNES
1336,91800,1.0,17.0,,11.0,25.0,2.0,11.0,11.0,28.0,BRUNOY
1337,91830,,7.0,,,2.0,,,1.0,,AUVERNAUX
1338,91860,,,,,,,2.0,5.0,,EPINAY-SOUS-SENART
1339,91940,3.0,24.0,15.0,19.0,15.0,23.0,32.0,95.0,36.0,LES ULIS
1340,91961,,,8.0,,2.0,,,,,
1341,92000,38.0,241.0,264.0,408.0,303.0,203.0,391.0,240.0,212.0,NANTERRE
1342,92100,6.0,29.0,135.0,98.0,75.0,61.0,226.0,91.0,48.0,BOULOGNE-BILLANCOURT
1343,92110,4.0,137.0,181.0,91.0,144.0,117.0,114.0,122.0,136.0,CLICHY
1344,92120,3.0,142.0,89.0,30.0,57.0,50.0,50.0,81.0,21.0,MONTROUGE
1345,92130,4.0,56.0,54.0,120.0,13.0,20.0,43.0,66.0,25.0,ISSY-LES-MOULINEAUX
1346,92140,9.0,412.0,153.0,220.0,177.0,213.0,204.0,324.0,182.0,CLAMART
1347,92150,,11.0,28.0,31.0,55.0,25.0,76.0,60.0,33.0,SURESNES
1348,92160,21.0,59.0,26.0,69.0,64.0,53.0,94.0,71.0,72.0,ANTONY
1349,92170,,34.0,17.0,11.0,15.0,30.0,48.0,11.0,6.0,VANVES
1350,92190,2.0,,,,11.0,8.0,,5.0,7.0,
1351,92200,2.0,114.0,7.0,10.0,2.0,3.0,2.0,8.0,7.0,NEUILLY-SUR-SEINE
1352,92205,,25.0,19.0,16.0,17.0,8.0,14.0,22.0,11.0,
1353,92210,,17.0,24.0,9.0,13.0,13.0,21.0,14.0,2.0,SAINT-CLOUD
1354,92220,25.0,175.0,48.0,36.0,49.0,67.0,51.0,80.0,59.0,BAGNEUX
1355,92230,28.0,191.0,132.0,170.0,115.0,55.0,167.0,153.0,117.0,GENNEVILLIERS
1356,92240,18.0,110.0,101.0,48.0,155.0,69.0,82.0,94.0,40.0,MALAKOFF
1357,92250,,3.0,9.0,11.0,14.0,9.0,19.0,12.0,10.0,LA GARENNE-COLOMBES
1358,92260,2.0,11.0,11.0,25.0,25.0,20.0,5.0,9.0,4.0,FONTENAY-AUX-ROSES
1359,92270,,1.0,49.0,4.0,5.0,12.0,2.0,17.0,43.0,BOIS-COLOMBES
1360,92290,12.0,10.0,9.0,24.0,6.0,12.0,10.0,13.0,2.0,CHATENAY-MALABRY
1361,92300,3.0,97.0,37.0,48.0,52.0,35.0,22.0,56.0,28.0,LEVALLOIS-PERRET
1362,92310,,15.0,6.0,12.0,6.0,,6.0,6.0,,SEVRES
1363,92320,6.0,23.0,4.0,23.0,34.0,30.0,5.0,16.0,41.0,CHATILLON
1364,92330,,5.0,2.0,15.0,10.0,1.0,2.0,9.0,2.0,SCEAUX
1365,92340,2.0,31.0,9.0,14.0,27.0,31.0,9.0,3.0,18.0,BOURG-LA-REINE
1366,92350,,15.0,2.0,8.0,24.0,8.0,1.0,5.0,,LE PLESSIS-ROBINSON
1367,92360,2.0,40.0,3.0,19.0,18.0,12.0,7.0,50.0,32.0,
1368,92370,4.0,4.0,17.0,12.0,18.0,4.0,2.0,,14.0,CHAVILLE
1369,92380,,,10.0,,4.0,,8.0,8.0,,GARCHES
1370,92390,,48.0,66.0,19.0,21.0,38.0,87.0,30.0,18.0,VILLENEUVE-LA-GARENNE
1371,92400,6.0,132.0,218.0,125.0,81.0,62.0,104.0,162.0,71.0,COURBEVOIE
1372,92410,,,4.0,3.0,,,,,,VILLE-D'AVRAY
1373,92420,,,,25.0,14.0,3.0,,,,VAUCRESSON
1374,92430,,3.0,2.0,2.0,,,,,,MARNES-LA-COQUETTE
1375,92500,10.0,32.0,78.0,92.0,31.0,33.0,33.0,42.0,28.0,RUEIL-MALMAISON
1376,92600,3.0,236.0,138.0,257.0,163.0,80.0,159.0,148.0,117.0,ASNIERES-SUR-SEINE
1377,92700,12.0,223.0,134.0,135.0,190.0,120.0,116.0,218.0,193.0,COLOMBES
1378,92800,5.0,69.0,55.0,29.0,27.0,55.0,100.0,55.0,32.0,PUTEAUX
1379,93000,24.0,219.0,226.0,246.0,213.0,192.0,205.0,320.0,174.0,BOBIGNY
1380,93027,13.0,120.0,101.0,80.0,95.0,313.0,181.0,270.0,110.0,
1381,93100,146.0,625.0,483.0,507.0,479.0,461.0,464.0,592.0,260.0,MONTREUIL
1382,93110,31.0,187.0,154.0,170.0,68.0,78.0,175.0,128.0,211.0,ROSNY-SOUS-BOIS
1383,93117,,,,,5.0,,,,29.0,
1384,93120,,61.0,16.0,27.0,83.0,67.0,105.0,42.0,24.0,LA COURNEUVE
1385,93130,,75.0,51.0,43.0,57.0,50.0,43.0,76.0,14.0,NOISY-LE-SEC
1386,93140,18.0,262.0,199.0,272.0,110.0,277.0,261.0,200.0,180.0,BONDY
1387,93150,12.0,138.0,170.0,120.0,118.0,66.0,79.0,132.0,68.0,LE BLANC-MESNIL
1388,93160,1.0,65.0,54.0,128.0,111.0,123.0,90.0,41.0,39.0,NOISY-LE-GRAND
1389,93170,,33.0,118.0,83.0,26.0,49.0,23.0,41.0,103.0,BAGNOLET
1390,93190,18.0,150.0,102.0,55.0,19.0,74.0,24.0,40.0,31.0,LIVRY-GARGAN
1391,93200,79.0,840.0,828.0,1129.0,591.0,817.0,744.0,738.0,608.0,
1392,93210,,2.0,40.0,6.0,31.0,7.0,2.0,26.0,12.0,
1393,93220,13.0,27.0,26.0,76.0,31.0,67.0,103.0,72.0,40.0,GAGNY
1394,93230,,32.0,43.0,70.0,58.0,51.0,40.0,40.0,14.0,ROMAINVILLE
1395,93240,1.0,52.0,50.0,117.0,65.0,49.0,76.0,87.0,26.0,STAINS
1396,93250,,60.0,80.0,33.0,13.0,34.0,36.0,5.0,3.0,VILLEMOMBLE
1397,93260,,24.0,32.0,37.0,80.0,111.0,3.0,8.0,9.0,LES LILAS
1398,93270,50.0,159.0,124.0,141.0,261.0,107.0,119.0,66.0,36.0,SEVRAN
1399,93290,3.0,28.0,21.0,32.0,13.0,16.0,26.0,16.0,36.0,TREMBLAY-EN-FRANCE
1400,93300,114.0,943.0,664.0,1027.0,925.0,885.0,876.0,711.0,682.0,AUBERVILLIERS
1401,93310,3.0,9.0,17.0,30.0,40.0,65.0,35.0,43.0,58.0,LE PRE-SAINT-GERVAIS
1402,93320,3.0,6.0,2.0,12.0,4.0,36.0,39.0,14.0,6.0,LES PAVILLONS-SOUS-BOIS
1403,93330,,24.0,6.0,90.0,42.0,10.0,17.0,38.0,24.0,NEUILLY-SUR-MARNE
1404,93340,,18.0,15.0,10.0,7.0,19.0,7.0,10.0,,LE RAINCY
1405,93350,,33.0,49.0,56.0,21.0,51.0,51.0,63.0,22.0,LE BOURGET
1406,93360,5.0,15.0,32.0,42.0,22.0,2.0,20.0,10.0,5.0,NEUILLY-PLAISANCE
1407,93370,1.0,19.0,13.0,15.0,30.0,33.0,19.0,12.0,13.0,MONTFERMEIL
1408,93380,8.0,48.0,65.0,58.0,11.0,47.0,42.0,34.0,33.0,PIERREFITTE-SUR-SEINE
1409,93390,1.0,25.0,51.0,97.0,27.0,35.0,23.0,10.0,13.0,CLICHY-SOUS-BOIS
1410,93400,14.0,140.0,116.0,133.0,76.0,93.0,128.0,184.0,75.0,SAINT-OUEN
1411,93406,,1.0,3.0,3.0,,,17.0,,4.0,
1412,93410,,127.0,14.0,41.0,19.0,1.0,11.0,2.0,5.0,VAUJOURS
1413,93420,13.0,83.0,26.0,27.0,25.0,39.0,142.0,108.0,19.0,VILLEPINTE
1414,93430,,31.0,12.0,87.0,7.0,11.0,44.0,3.0,1.0,VILLETANEUSE
1415,93440,,78.0,15.0,15.0,11.0,2.0,11.0,1.0,3.0,DUGNY
1416,93450,,,,,4.0,,,,1.0,L'ILE-SAINT-DENIS
1417,93460,,,,,,,14.0,,,GOURNAY-SUR-MARNE
1418,93470,,,1.0,,,,2.0,,3.0,COUBRON
1419,93500,20.0,367.0,332.0,365.0,481.0,413.0,341.0,249.0,128.0,PANTIN
1420,93600,15.0,257.0,199.0,144.0,137.0,149.0,273.0,121.0,96.0,AULNAY-SOUS-BOIS
1421,93700,33.0,142.0,107.0,99.0,111.0,124.0,92.0,88.0,92.0,DRANCY
1422,93800,7.0,96.0,83.0,109.0,82.0,47.0,55.0,98.0,48.0,EPINAY-SUR-SEINE
1423,94000,45.0,507.0,367.0,641.0,508.0,608.0,544.0,612.0,424.0,CRETEIL
1424,94100,,23.0,47.0,67.0,55.0,82.0,140.0,105.0,62.0,
1425,94110,13.0,120.0,84.0,80.0,40.0,29.0,73.0,34.0,23.0,ARCUEIL
1426,94120,17.0,91.0,36.0,96.0,82.0,59.0,78.0,78.0,55.0,FONTENAY-SOUS-BOIS
1427,94130,,11.0,25.0,35.0,9.0,69.0,26.0,30.0,39.0,NOGENT-SUR-MARNE
1428,94140,25.0,65.0,88.0,117.0,78.0,41.0,108.0,155.0,74.0,ALFORTVILLE
1429,94150,,8.0,24.0,3.0,5.0,1.0,14.0,12.0,7.0,RUNGIS
1430,94160,,6.0,7.0,1.0,,,,,,SAINT-MANDE
1431,94170,,24.0,38.0,31.0,20.0,17.0,3.0,2.0,22.0,LE PERREUX-SUR-MARNE
1432,94190,11.0,72.0,100.0,122.0,86.0,55.0,72.0,118.0,107.0,VILLENEUVE-SAINT-GEORGES
1433,94200,13.0,314.0,349.0,216.0,288.0,258.0,193.0,278.0,108.0,IVRY-SUR-SEINE
1434,94210,,,9.0,6.0,,2.0,4.0,,,
1435,94220,,33.0,38.0,26.0,58.0,32.0,46.0,37.0,17.0,CHARENTON-LE-PONT
1436,94230,8.0,62.0,49.0,96.0,47.0,50.0,40.0,20.0,24.0,CACHAN
1437,94240,,2.0,3.0,1.0,1.0,35.0,19.0,3.0,,L'HAY-LES-ROSES
1438,94250,,68.0,14.0,59.0,32.0,24.0,51.0,34.0,132.0,GENTILLY
1439,94260,,33.0,62.0,35.0,80.0,54.0,97.0,52.0,16.0,FRESNES
1440,94270,3.0,46.0,87.0,27.0,85.0,54.0,49.0,89.0,48.0,LE KREMLIN-BICETRE
1441,94290,14.0,65.0,41.0,87.0,54.0,40.0,29.0,13.0,5.0,VILLENEUVE-LE-ROI
1442,94300,14.0,43.0,54.0,53.0,47.0,30.0,63.0,33.0,39.0,VINCENNES
1443,94306,,,,,1.0,,,,,
1444,94310,35.0,602.0,746.0,576.0,312.0,628.0,428.0,411.0,338.0,ORLY
1445,94320,,14.0,4.0,10.0,55.0,56.0,25.0,54.0,21.0,THIAIS
1446,94340,,8.0,4.0,16.0,29.0,13.0,13.0,50.0,24.0,JOINVILLE-LE-PONT
1447,94350,25.0,22.0,24.0,96.0,30.0,24.0,208.0,13.0,25.0,VILLIERS-SUR-MARNE
1448,94360,,,8.0,7.0,35.0,12.0,30.0,25.0,5.0,BRY-SUR-MARNE
1449,94370,3.0,17.0,37.0,34.0,24.0,10.0,12.0,53.0,13.0,SUCY-EN-BRIE
1450,94380,6.0,16.0,33.0,25.0,25.0,31.0,27.0,36.0,4.0,BONNEUIL-SUR-MARNE
1451,94390,,,3.0,5.0,2.0,,8.0,4.0,,
1452,94400,13.0,249.0,295.0,403.0,444.0,178.0,299.0,362.0,276.0,VITRY-SUR-SEINE
1453,94410,,1.0,7.0,26.0,2.0,3.0,4.0,15.0,3.0,SAINT-MAURICE
1454,94420,,14.0,,13.0,13.0,5.0,7.0,8.0,15.0,LE PLESSIS-TREVISE
1455,94430,,,9.0,46.0,,3.0,,,,CHENNEVIERES-SUR-MARNE
1456,94440,,33.0,22.0,46.0,24.0,4.0,9.0,3.0,7.0,MAROLLES-EN-BRIE
1457,94450,,31.0,76.0,116.0,46.0,25.0,31.0,20.0,6.0,LIMEIL-BREVANNES
1458,94460,,15.0,6.0,16.0,29.0,67.0,39.0,26.0,50.0,VALENTON
1459,94470,,12.0,52.0,45.0,54.0,58.0,45.0,26.0,58.0,BOISSY-SAINT-LEGER
1460,94480,,37.0,3.0,26.0,8.0,2.0,6.0,1.0,,ABLON-SUR-SEINE
1461,94490,,,,9.0,,3.0,,,1.0,ORMESSON-SUR-MARNE
1462,94500,4.0,85.0,81.0,262.0,165.0,62.0,212.0,305.0,296.0,CHAMPIGNY-SUR-MARNE
1463,94510,,,1.0,2.0,,1.0,,,15.0,LA QUEUE-EN-BRIE
1464,94520,,,,8.0,,,,,,MANDRES-LES-ROSES
1465,94550,,21.0,9.0,6.0,42.0,4.0,16.0,27.0,56.0,CHEVILLY-LARUE
1466,94600,3.0,135.0,53.0,198.0,131.0,88.0,179.0,164.0,118.0,CHOISY-LE-ROI
1467,94700,7.0,52.0,151.0,86.0,181.0,83.0,45.0,93.0,59.0,MAISONS-ALFORT
1468,94800,9.0,137.0,110.0,248.0,183.0,217.0,258.0,314.0,57.0,VILLEJUIF
1469,94880,,2.0,,,2.0,,,,3.0,NOISEAU
1470,95000,211.0,176.0,187.0,223.0,253.0,157.0,284.0,399.0,164.0,CERGY
1471,95002,,,8.0,2.0,11.0,,1.0,2.0,,
1472,95100,,45.0,106.0,304.0,98.0,29.0,90.0,143.0,75.0,ARGENTEUIL
1473,95110,,20.0,,1.0,,2.0,11.0,,,SANNOIS
1474,95120,,9.0,29.0,1.0,89.0,9.0,8.0,29.0,14.0,ERMONT
1475,95130,,25.0,,46.0,28.0,12.0,7.0,32.0,8.0,FRANCONVILLE
1476,95140,,27.0,15.0,39.0,16.0,29.0,38.0,28.0,36.0,GARGES-LES-GONESSE
1477,95150,,8.0,,16.0,15.0,5.0,19.0,29.0,5.0,TAVERNY
1478,95160,,7.0,,22.0,6.0,,2.0,3.0,,MONTMORENCY
1479,95170,,3.0,6.0,,1.0,38.0,2.0,4.0,15.0,DEUIL-LA-BARRE
1480,95180,,,,,2.0,,2.0,,,MENUCOURT
1481,95190,5.0,17.0,16.0,34.0,63.0,17.0,55.0,43.0,23.0,CHATENAY-EN-FRANCE
1482,95200,20.0,78.0,65.0,97.0,175.0,82.0,117.0,43.0,77.0,SARCELLES
1483,95210,,2.0,,,13.0,8.0,,2.0,5.0,SAINT-GRATIEN
1484,95220,,4.0,1.0,60.0,18.0,7.0,1.0,37.0,7.0,HERBLAY
1485,95230,,7.0,,15.0,1.0,,11.0,11.0,11.0,SOISY-SOUS-MONTMORENCY
1486,95240,,2.0,,2.0,6.0,4.0,,10.0,2.0,CORMEILLES-EN-PARISIS
1487,95250,,,,6.0,2.0,1.0,2.0,4.0,14.0,BEAUCHAMP
1488,95260,,,,28.0,,,,,7.0,BEAUMONT-SUR-OISE
1489,95270,,,,,5.0,,1.0,,,VIARMES
1490,95280,,,3.0,30.0,,,8.0,4.0,,JOUY-LE-MOUTIER
1491,95290,,,,,9.0,,,,5.0,L'ISLE-ADAM
1492,95300,,60.0,23.0,99.0,17.0,9.0,39.0,21.0,34.0,HEROUVILLE
1493,95310,,14.0,4.0,7.0,34.0,,7.0,1.0,,SAINT-OUEN-L'AUMONE
1494,95320,,,,1.0,16.0,2.0,6.0,1.0,,SAINT-LEU-LA-FORET
1495,95330,,4.0,10.0,3.0,3.0,,8.0,9.0,21.0,DOMONT
1496,95340,,,4.0,,46.0,,3.0,8.0,18.0,RONQUEROLLES
1497,95350,,,,,,11.0,,137.0,,SAINT-BRICE-SOUS-FORET
1498,95360,,,,7.0,4.0,,4.0,4.0,1.0,MONTMAGNY
1499,95370,,1.0,,11.0,,1.0,5.0,8.0,8.0,MONTIGNY-LES-CORMEILLES
1500,95380,,1.0,3.0,5.0,3.0,8.0,14.0,6.0,20.0,PUISEUX-EN-FRANCE
1501,95390,,,,1.0,4.0,10.0,1.0,,,SAINT-PRIX
1502,95400,3.0,76.0,38.0,19.0,55.0,10.0,43.0,48.0,30.0,ARNOUVILLE
1503,95410,,,,9.0,,,1.0,,,GROSLAY
1504,95420,,,,13.0,,,12.0,,5.0,OMERVILLE
1505,95430,,4.0,10.0,,,5.0,1.0,1.0,9.0,BUTRY-SUR-OISE
1506,95440,,,,13.0,1.0,,6.0,,28.0,ECOUEN
1507,95460,1.0,,,10.0,,,6.0,,,EZANVILLE
1508,95470,,6.0,22.0,4.0,3.0,,3.0,,6.0,SURVILLIERS
1509,95480,,10.0,95.0,9.0,44.0,49.0,3.0,8.0,,PIERRELAYE
1510,95490,,,2.0,,,,6.0,4.0,,VAUREAL
1511,95500,,10.0,12.0,27.0,18.0,57.0,81.0,31.0,95.0,GONESSE
1512,95520,,7.0,,3.0,3.0,10.0,6.0,7.0,21.0,OSNY
1513,95540,,,,4.0,2.0,8.0,2.0,6.0,3.0,MERY-SUR-OISE
1514,95550,,,,,24.0,3.0,,6.0,5.0,BESSANCOURT
1515,95560,,,,6.0,,,22.0,,,MONTSOULT
1516,95570,,,,,,1.0,1.0,,4.0,ATTAINVILLE
1517,95580,,1.0,,,,,,,,MARGENCY
1518,95600,,1.0,3.0,17.0,64.0,2.0,22.0,8.0,2.0,EAUBONNE
1519,95610,,12.0,16.0,,,7.0,1.0,5.0,,ERAGNY
1520,95620,,,,,5.0,2.0,,,,PARMAIN
1521,95630,,,3.0,,,,,,,MERIEL
1522,95670,,,,4.0,,,,,,MARLY-LA-VILLE
1523,95700,,1.0,,2.0,6.0,9.0,511.0,699.0,155.0,ROISSY-EN-FRANCE
1524,95750,,,,,,,3.0,,,LE BELLAY-EN-VEXIN
1525,95800,11.0,65.0,188.0,144.0,244.0,119.0,154.0,91.0,153.0,COURDIMANCHE
1526,95850,,1.0,,,,,,,,JAGNY-SOUS-BOIS
1527,95870,2.0,9.0,18.0,55.0,86.0,83.0,39.0,13.0,38.0,BEZONS
1528,95880,,3.0,,6.0,,3.0,7.0,23.0,36.0,ENGHIEN-LES-BAINS
1529,97400,,,,,,,1.0,,1.0,SAINT-DENIS
1530,97490,,2.0,,,,,,,3.0,
1531,98000,,,,,,,,2.0,,
