,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Ville
651,41330,,,,,,,1.0,,,,,,FOSSE
652,41700,,,,,,,3.0,,,,,,COUR-CHEVERNY
653,42000,,11.0,,,5.0,2.0,5.0,41.0,18.0,4.0,2.0,,
654,42100,,,,,,,5.0,,,,,,
655,42120,,,,,,,1.0,,,,,,PARIGNY
656,42130,,1.0,1.0,,,,,,,,,,LEIGNEUX
657,42240,,,,32.0,,,,,,,,,UNIEUX
658,42300,1.0,1.0,2.0,10.0,4.0,,2.0,,38.0,5.0,,,ROANNE
659,42530,,,,1.0,,,,,,,,,SAINT-GENEST-LERPT
660,42600,,,,,5.0,,,,,,,,CHALAIN-LE-COMTAL
661,42700,,,45.0,48.0,,,,,28.0,,,,FIRMINY
662,42800,,,,,,,2.0,,,,,,TARTARAS
663,43100,,,,2.0,,,,,9.0,,1.0,,LUBILHAC
664,43340,,,,,,1.0,,,,,,,SAINT-HAON
665,44000,80.0,933.0,1505.0,2000.0,1583.0,857.0,2009.0,1867.0,1656.0,1553.0,1667.0,138.0,NANTES
666,44032,,,,,,1.0,,,,,,,
667,44036,,,,,,,1.0,,1.0,,,,
668,44041,,6.0,3.0,15.0,6.0,18.0,1.0,43.0,4.0,5.0,2.0,,
669,44100,2.0,8.0,31.0,20.0,80.0,8.0,8.0,111.0,72.0,57.0,8.0,,
670,44110,4.0,13.0,17.0,,3.0,2.0,2.0,3.0,1.0,15.0,4.0,,CHATEAUBRIANT
671,44115,,,3.0,,2.0,,,,,3.0,,,BASSE-GOULAINE
672,44116,,,,2.0,2.0,,,,,7.0,,,VIEILLEVIGNE
673,44119,,2.0,,,,,,,,,9.0,,GRANDCHAMPS-DES-FONTAINES
674,44120,,,1.0,1.0,,3.0,1.0,2.0,26.0,,7.0,,VERTOU
675,44130,,7.0,3.0,,,,2.0,1.0,2.0,,10.0,,FAY-DE-BRETAGNE
676,44140,,,,,1.0,9.0,,1.0,,,5.0,,AIGREFEUILLE-SUR-MAINE
677,44150,,1.0,2.0,,2.0,,13.0,7.0,10.0,13.0,8.0,,ANETZ
678,44160,,,,,,,3.0,7.0,2.0,,2.0,,CROSSAC
679,44170,,,,1.0,6.0,,,1.0,1.0,,1.0,,TREFFIEUX
680,44190,,4.0,3.0,,20.0,6.0,5.0,22.0,6.0,1.0,4.0,,GETIGNE
681,44200,,9.0,12.0,1.0,7.0,5.0,40.0,34.0,75.0,15.0,31.0,,
682,44210,,,,2.0,4.0,,,8.0,8.0,19.0,12.0,,PORNIC
683,44230,,6.0,,3.0,1.0,22.0,1.0,,,1.0,1.0,,SAINT-SEBASTIEN-SUR-LOIRE
684,44240,,11.0,1.0,10.0,,3.0,11.0,6.0,10.0,6.0,,,SUCE-SUR-ERDRE
685,44250,,,,6.0,3.0,1.0,17.0,5.0,,,,,SAINT-BREVIN-LES-PINS
686,44260,,1.0,,3.0,,1.0,,1.0,2.0,6.0,2.0,,LA CHAPELLE-LAUNAY
687,44270,,,,,,,17.0,2.0,,26.0,9.0,,PAULX
688,44300,,40.0,17.0,46.0,15.0,17.0,15.0,18.0,79.0,31.0,35.0,10.0,
689,44305,,,,,,,,2.0,,,,,
690,44310,,,,,1.0,,,1.0,,6.0,,,SAINT-PHILBERT-DE-GRAND-LIEU
691,44320,,,,,,,,,,1.0,4.0,,CHAUVE
692,44330,,,,1.0,26.0,,2.0,1.0,9.0,,2.0,,VALLET
693,44340,,3.0,4.0,1.0,3.0,,2.0,12.0,4.0,34.0,39.0,,BOUGUENAIS
694,44346,,2.0,1.0,2.0,,8.0,5.0,7.0,,4.0,2.0,,
695,44350,5.0,,,2.0,,,4.0,2.0,1.0,3.0,,,GUERANDE
696,44360,,,,1.0,,,1.0,,,,,,VIGNEUX-DE-BRETAGNE
697,44370,,,,,,2.0,1.0,,,,,,LA CHAPELLE-SAINT-SAUVEUR
698,44380,,,,,,3.0,,11.0,,,9.0,2.0,PORNICHET
699,44390,,,,1.0,2.0,,,1.0,,,,,LES TOUCHES
700,44400,,2.0,,10.0,2.0,5.0,6.0,4.0,1.0,1.0,22.0,,REZE
701,44410,,1.0,,5.0,,,,,,1.0,,,LA CHAPELLE-DES-MARAIS
702,44420,1.0,,,2.0,,,2.0,,1.0,,,,LA TURBALLE
703,44430,10.0,6.0,,,3.0,,,,2.0,2.0,,,LA REMAUDIERE
704,44450,,,,,,,2.0,3.0,2.0,,4.0,,BARBECHAT
705,44470,,2.0,,8.0,1.0,,,1.0,5.0,3.0,,,CARQUEFOU
706,44480,,,,5.0,,,11.0,,,,,,DONGES
707,44500,1.0,,,1.0,3.0,,,9.0,,1.0,1.0,,LA BAULE-ESCOUBLAC
708,44510,1.0,,,,,,,,,,,,LE POULIGUEN
709,44530,,1.0,3.0,,,,,,,,,,SEVERAC
710,44540,,,,,,,,2.0,,,,,SAINT-MARS-LA-JAILLE
711,44550,,,,,1.0,,,,,,,,MONTOIR-DE-BRETAGNE
712,44570,1.0,,,1.0,,,3.0,,,,3.0,,TRIGNAC
713,44580,,,,,,,,,,3.0,,,BOURGNEUF-EN-RETZ
714,44590,,2.0,,,,,,,,,,,SION-LES-MINES
715,44600,26.0,25.0,113.0,114.0,82.0,49.0,123.0,48.0,134.0,112.0,197.0,47.0,SAINT-NAZAIRE
716,44610,,,,,,,,,3.0,,,,INDRE
717,44620,,,,,,,,,,,1.0,,LA MONTAGNE
718,44640,1.0,,,2.0,1.0,,,,,3.0,41.0,,LE PELLERIN
719,44680,,,,,7.0,,,3.0,,,10.0,,SAINT-HILAIRE-DE-CHALEONS
720,44700,,14.0,3.0,8.0,,,1.0,1.0,4.0,1.0,165.0,,ORVAULT
721,44730,,,,,,,,,1.0,,1.0,,SAINT-MICHEL-CHEF-CHEF
722,44740,,,,,,,,,1.0,,,,BATZ-SUR-MER
723,44780,,,,,,,,3.0,,,,,MISSILLAC
724,44800,4.0,7.0,7.0,23.0,19.0,9.0,3.0,24.0,21.0,19.0,15.0,4.0,SAINT-HERBLAIN
725,44830,,,2.0,,15.0,,,5.0,,,13.0,,BRAINS
726,44840,,,,,,,,13.0,2.0,,3.0,,LES SORINIERES
727,44850,,,,,,,2.0,,1.0,,,,MOUZEIL
728,44860,,,,,2.0,,3.0,3.0,3.0,1.0,20.0,,SAINT-AIGNAN-GRANDLIEU
729,44880,,1.0,,1.0,,,6.0,,,4.0,,,SAUTRON
730,44980,,12.0,10.0,7.0,3.0,,10.0,2.0,5.0,1.0,5.0,,SAINTE-LUCE-SUR-LOIRE
731,45000,,,5.0,1.0,,7.0,,10.0,6.0,21.0,3.0,,
732,45041,,,,,,,3.0,,,,,,
733,45043,,,,,5.0,,,,,,,,
734,45100,,,,,,,13.0,,,,17.0,,
735,45110,,,,,,,,,,,1.0,,SIGLOY
736,45140,,,,1.0,,,9.0,,13.0,,,,SAINT-JEAN-DE-LA-RUELLE
737,45200,,,16.0,1.0,,3.0,,,3.0,,9.0,,AMILLY
738,45230,,,2.0,,,,,,,,,,LA CHAPELLE-SUR-AVEYRON
739,45300,,,,7.0,4.0,12.0,,,,,3.0,,MARSAINVILLIERS
740,45340,,,,2.0,,,,,,,,,SAINT-LOUP-DES-VIGNES
741,45370,,,,,,,,1.0,,,,,MAREAU-AUX-PRES
742,45390,,,,2.0,,,,,,,,,DIMANCHEVILLE
743,45410,,,,,,,1.0,,,,26.0,,BUCY-LE-ROI
744,45490,,,,1.0,,,,,,,,,SCEAUX-DU-GATINAIS
745,45500,,,20.0,1.0,,,1.0,4.0,8.0,,19.0,,SAINT-GONDON
746,45520,,,,,,,,,,,4.0,,CHEVILLY
747,45600,,1.0,,,,,,,,,,,GUILLY
748,46000,,,,1.0,,,,,,1.0,4.0,,CAHORS
749,46100,,,,1.0,,,,3.0,,1.0,10.0,,FOURMAGNAC
750,46160,,,,,,,,,,,4.0,,GREALOU
751,47000,,9.0,3.0,11.0,,1.0,6.0,16.0,1.0,5.0,9.0,,AGEN
752,47160,,,,1.0,,,,,,,,,SAINT-PIERRE-DE-BUZET
753,47200,,1.0,,,2.0,,7.0,1.0,,,30.0,,MONTPOUILLAN
754,47300,,3.0,,3.0,,,4.0,,,,,,LEDAT
755,47360,,,,,,,,1.0,,,,,COURS
756,47600,,1.0,,,,,,4.0,2.0,2.0,,,FRANCESCAS
757,48000,,,,,,,,,3.0,,,,BRENOUX
758,48100,,,,,,,,9.0,5.0,,,,CHIRAC
759,48200,,1.0,,,,,,,,,,,LA FAGE-SAINT-JULIEN
760,48300,,,,,,,,,3.0,,,,CHEYLARD-L'EVEQUE
761,48400,,,,,,,,1.0,,,,,ROUSSES
762,49000,,,,,,7.0,,5.0,4.0,,2.0,,ECOUFLANT
763,49045,,,,1.0,,,,,,,,,
764,49100,,3.0,11.0,28.0,6.0,30.0,25.0,41.0,49.0,6.0,40.0,3.0,
765,49220,,,,3.0,,,,,,,,,THORIGNE-D'ANJOU
766,49260,,,1.0,,1.0,,,,,,,,BREZE
767,49300,,4.0,,,13.0,,7.0,10.0,1.0,12.0,4.0,,CHOLET
768,49390,,1.0,,,,,,,,,,,VERNANTES
769,49400,,2.0,,5.0,6.0,,1.0,2.0,2.0,14.0,,,SAUMUR
770,49450,,,,1.0,,,,,,,,,ROUSSAY
771,49490,,,,,,3.0,,1.0,,,,,MEON
772,49600,,,,4.0,,,,,,,,,LA CHAUSSAIRE
773,50000,,18.0,,14.0,13.0,,,,6.0,1.0,,,LE MESNIL-ROUXELIN
774,50100,,,2.0,3.0,1.0,,,,4.0,,12.0,,
775,50170,,,,,,,1.0,,,,,,BEAUVOIR
776,50200,,,1.0,,,,,,,,,,NICORPS
777,50300,,,4.0,,,5.0,13.0,,5.0,,,,VAINS
778,50340,,,8.0,,8.0,,,,,,,,SOTTEVILLE
779,50500,,,,,,,,,,1.0,,,SAINT-GEORGES-DE-BOHON
780,50530,,,,8.0,,,5.0,,,,,,LA ROCHELLE-NORMANDE
781,50750,,,,,1.0,,,,,,,,SOULLES
782,50860,,,,,,,,,,1.0,,,MOYON
783,50890,,,,,3.0,,,,,,,,CONDE-SUR-VIRE
784,51000,,11.0,,3.0,,16.0,5.0,,,2.0,8.0,,CHALONS-EN-CHAMPAGNE
785,51100,3.0,3.0,14.0,13.0,23.0,46.0,22.0,27.0,23.0,38.0,37.0,3.0,REIMS
786,51200,,,,2.0,,,1.0,,,,,,EPERNAY
787,51420,,,,,,,,9.0,,,,,BERRU
788,51430,,,,,,,,,,,5.0,,TINQUEUX
789,51530,,,1.0,,,,,,,,,,CHOUILLY
790,51700,,,,,4.0,4.0,,,,,,,IGNY-COMBLIZY
791,51800,,,,,,2.0,,,,,,,BERZIEUX
792,52000,,2.0,,3.0,,,6.0,16.0,3.0,8.0,7.0,,TREIX
793,52100,,,,,5.0,8.0,,,,,,,MOESLAINS
794,52160,,,,,,1.0,1.0,,,,,,ROUVRES-SUR-AUBE
795,52200,,,7.0,,,,,,,,,,SAINTS-GEOSMES
796,52700,,,,,,1.0,,,,,,,MONTOT-SUR-ROGNON
797,53000,,4.0,12.0,,,,4.0,11.0,3.0,2.0,3.0,,LAVAL
798,53100,,,,2.0,4.0,,12.0,6.0,3.0,,,,SAINT-GEORGES-BUTTAVENT
799,53200,,,,1.0,,,,,,,,,MENIL
800,53640,,,,,,,,3.0,,,,,LE HORPS
801,53700,,,,,,2.0,1.0,,,,,,VILLAINES-LA-JUHEL
802,54000,7.0,20.0,31.0,33.0,15.0,26.0,29.0,13.0,6.0,30.0,50.0,,NANCY
803,54150,,,,,,8.0,,,,,,,OZERAILLES
804,54200,,,,,,,,,,1.0,,,BICQUELEY
805,54240,,,,,,,2.0,,,,,,JOEUF
806,54260,,,,,3.0,,,,,,,,VILLETTE
807,54280,,,,,9.0,,,,,,,,SEICHAMPS
808,54300,,,,6.0,,,,2.0,,,,,JOLIVET
809,54370,,,,6.0,,,,,,,,,MAIXE
810,54400,,6.0,,3.0,,,,,2.0,,,,COSNES-ET-ROMAIN
811,54520,,,,,,,,4.0,,,,,LAXOU
812,54600,,,,,,,,,,,3.0,,VILLERS-LES-NANCY
813,54660,,,,,,1.0,,,,,,,MOUTIERS
814,55000,,,,,2.0,,8.0,,,2.0,,,RUMONT
815,55100,,,,,1.0,5.0,5.0,,3.0,1.0,,,MARRE
816,55190,,,,,,,1.0,,,,,,TROUSSEY
817,55400,,,,,2.0,,,,,,,,BUZY-DARMONT
818,55430,,,,2.0,,,,,,3.0,,,BELLEVILLE-SUR-MEUSE
819,55500,,,,,,4.0,,,,,,,SAINT-AMAND-SUR-ORNAIN
820,56000,,14.0,2.0,27.0,2.0,8.0,16.0,6.0,22.0,6.0,32.0,13.0,VANNES
821,56100,5.0,1.0,3.0,10.0,1.0,2.0,,,33.0,,8.0,2.0,LORIENT
822,56130,,,3.0,,,,,,,,,,LA ROCHE-BERNARD
823,56140,,,,,,,,3.0,,,,,RUFFIAC
824,56300,,4.0,,2.0,,,,20.0,3.0,,7.0,,PONTIVY
825,56340,,,,,5.0,,,1.0,,,,,PLOUHARNEL
826,56350,,,,8.0,2.0,,,,,,,,SAINT-JEAN-LA-POTERIE
827,56400,,,3.0,5.0,13.0,,,,,,2.0,1.0,AURAY
828,56430,,2.0,,2.0,,,,2.0,,,,,NEANT-SUR-YVEL
829,56440,,3.0,2.0,,,,,,,,,,LANGUIDIC
830,56500,,,,,,,,,,,1.0,,SAINT-ALLOUESTRE
831,56590,,,,,,,,,3.0,,,,GROIX
832,56600,,,,,,,,,,,1.0,,LANESTER
833,56700,,,,,,4.0,,,,,1.0,,HENNEBONT
834,56800,,,,3.0,,,,3.0,,,2.0,1.0,AUGAN
835,56870,,,,,,,1.0,,,,,,LARMOR-BADEN
836,56910,,,,,1.0,,,,,,,,CARENTOIR
837,57000,,42.0,1.0,16.0,25.0,29.0,25.0,15.0,31.0,16.0,30.0,1.0,
838,57100,,,,,,,,,3.0,,17.0,,MANOM
839,57120,,,,,,,,,,,2.0,,ROMBAS
840,57140,,,,,1.0,,,,,,,,LA MAXE
841,57160,,,,,,,,2.0,,,,,LESSY
842,57200,,,,,,,13.0,,,,,,SARREGUEMINES
843,57280,,,,,,,4.0,,,,2.0,,MAIZIERES-LES-METZ
844,57300,,,,1.0,,,,,,,,,TREMERY
845,57320,,,,2.0,,,1.0,,,,,,COLMEN
846,57330,,,,,,,,1.0,,,,,ESCHERANGE
847,57370,,,,13.0,2.0,,,,,,,,SAINT-JEAN-KOURTZERODE
848,57380,,,,5.0,,,,,,,,,GUESSLING-HEMERING
849,57400,,,,,1.0,6.0,,,6.0,,2.0,,SCHNECKENBUSCH
850,57412,,,2.0,,,,,,,,,,ACHEN
851,57470,,,,,,,,16.0,,,,,GUENVILLER
852,57600,,,,4.0,,,2.0,,,,,,FORBACH
853,57650,,3.0,,,,,,,,,,,LOMMERANGE
854,57800,,,1.0,3.0,,,8.0,,,,,,ROSBRUCK
855,57970,,,,,,,5.0,,,,,,YUTZ
856,58000,,,,2.0,1.0,2.0,,1.0,,5.0,3.0,2.0,SAINT-ELOI
857,58200,,,,6.0,,,,,,,,,ALLIGNY-COSNE
858,58300,,,,1.0,,,,,,,,,SAINT-LEGER-DES-VIGNES
859,58640,,,,,,,,,,,7.0,,VARENNES-VAUZELLES
860,59000,,2.0,,37.0,12.0,,4.0,,,8.0,5.0,1.0,LILLE
861,59100,,18.0,,17.0,1.0,16.0,22.0,9.0,5.0,,21.0,8.0,ROUBAIX
862,59110,,,,,,,,1.0,,,,,LA MADELEINE
863,59113,,,,,,1.0,,2.0,,1.0,,,SECLIN
864,59114,,,,,,,,,,,9.0,,EECKE
865,59115,,,,,,,,,1.0,,,,LEERS
866,59120,,,,,,,,,,5.0,,,LOOS
867,59122,,,,,,,2.0,,,,,,LES MOERES
868,59123,,,,,,,,4.0,,,,,ZUYDCOOTE
869,59128,,,,,,,3.0,,,,,,FLERS-EN-ESCREBIEUX
870,59129,,,,,,,3.0,,,,,,AVESNES-LES-AUBERT
871,59130,,,,,,,,1.0,,,,,LAMBERSART
872,59136,,,,,,,,2.0,,,,,WAVRIN
873,59139,,,,,,3.0,,,,,,,NOYELLES-LES-SECLIN
874,59140,,49.0,9.0,7.0,2.0,,2.0,22.0,8.0,22.0,36.0,6.0,
875,59147,,,,,,,,2.0,,,,,CHEMY
876,59150,,5.0,,,4.0,,,,2.0,,,2.0,WATTRELOS
877,59160,4.0,45.0,94.0,113.0,61.0,72.0,130.0,138.0,175.0,186.0,268.0,301.0,CAPINGHEM
878,59190,,,,,,,,7.0,31.0,,4.0,,PRADELLES
879,59192,,,,,,,,,,1.0,,,BEUVRAGES
880,59200,,,9.0,7.0,,8.0,8.0,1.0,9.0,,4.0,9.0,TOURCOING
881,59234,,,,1.0,,,,,,,,,MONCHECOURT
882,59239,,,,,,,,1.0,,,,,LA NEUVILLE
883,59270,,,,,3.0,,,6.0,,,,2.0,GODEWAERSVELDE
884,59280,,,,,,,,10.0,,,15.0,6.0,ARMENTIERES
885,59300,,2.0,1.0,31.0,6.0,2.0,,22.0,,,3.0,,AULNOY-LEZ-VALENCIENNES
886,59320,,,,,,,,1.0,,,,2.0,ESCOBECQUES
887,59330,,,,,,,,,,3.0,9.0,1.0,BEAUFORT
888,59380,,,,,,,,4.0,,,,2.0,WARHEM
889,59400,,,,14.0,,1.0,,4.0,,,5.0,,NIERGNIES
890,59470,,,,,,2.0,,,,,,,LEDRINGHEM
891,59490,,,11.0,,,,,,,,,,BRUILLE-LEZ-MARCHIENNES
892,59494,,,,17.0,,,,,,,,,PETITE-FORET
893,59500,,7.0,8.0,,21.0,,21.0,2.0,12.0,,17.0,6.0,DOUAI
894,59510,,,,,,,4.0,,,,,,FOREST-SUR-MARQUE
895,59530,,,,22.0,,,,,,,,,POTELLE
896,59540,,,,,1.0,,,,,,,2.0,BEAUMONT-EN-CAMBRESIS
897,59552,,,,,,,1.0,,,,,,COURCHELETTES
898,59600,,,,,1.0,2.0,,12.0,,9.0,58.0,12.0,BERSILLIES
899,59610,,,,,,,,,,2.0,,,FERON
900,59620,,,,,,,,,,,,5.0,MONCEAU-SAINT-WAAST
901,59650,,,,,,,,1.0,2.0,14.0,,,
902,59700,,,,,1.0,,,1.0,,,1.0,,MARCQ-EN-BAROEUL
903,59760,,,2.0,,,1.0,,6.0,,1.0,,,GRANDE-SYNTHE
904,59777,,,,,,5.0,,24.0,4.0,23.0,,,
905,59800,,,,,4.0,25.0,,1.0,,,1.0,,
906,59820,,,,,,,,6.0,,,,,GRAVELINES
907,59870,,,,,,,2.0,,,,,,BOUVIGNIES
908,59880,,,,,,,1.0,,,,,,SAINT-SAULVE
909,59910,,,,,,,,1.0,,,,,BONDUES
910,60000,,15.0,2.0,11.0,1.0,2.0,3.0,7.0,15.0,4.0,3.0,27.0,TILLE
911,60100,,1.0,1.0,5.0,3.0,37.0,,3.0,8.0,5.0,10.0,,CREIL
912,60110,,,,,7.0,,9.0,1.0,,2.0,,,LORMAISON
913,60128,,,,1.0,,,,,,,,,PLAILLY
914,60140,,18.0,,,,,,,,,,,LIANCOURT
915,60160,,,,,,,,1.0,,1.0,,,THIVERNY
916,60200,,9.0,9.0,17.0,9.0,27.0,3.0,1.0,11.0,1.0,15.0,,COMPIEGNE
917,60250,,,,,,,,,4.0,,,,FOULANGUES
918,60260,,,1.0,,,,,,,,,,LAMORLAYE
919,60300,,,,,,,2.0,5.0,,6.0,,,BARON
920,60400,,,,,,,14.0,,11.0,,,,PORQUERICOURT
921,60440,,,,,,,,,,1.0,,,BOISSY-FRESNOY
922,60500,,,,,,,,1.0,,,,,VINEUIL-SAINT-FIRMIN
923,60608,,4.0,,,,,,,,,,,
924,60690,,,,1.0,,,,,,,,,ROY-BOISSY
925,61000,,3.0,,,,,,,,,,,ALENCON
926,61100,,,,,,2.0,,,,,,,LA SELLE-LA-FORGE
927,61110,,1.0,,,,,,,,,,,COULONGES-LES-SABLONS
928,61130,,,,,,,,4.0,,,,,SERIGNY
929,61200,,,2.0,,,,,,,4.0,,,SEVIGNY
930,61220,,,,,,1.0,,,,,,,BRIOUZE
931,61230,,,1.0,,,,,,,,,,LE SAP-ANDRE
932,61240,,,,,,1.0,,,,,,,LES AUTHIEUX-DU-PUITS
933,61300,,,4.0,,,,,,,,3.0,,SAINT-SYMPHORIEN-DES-BRUYERES
934,62000,,,8.0,15.0,,32.0,9.0,1.0,5.0,6.0,5.0,,ARRAS
935,62100,2.0,6.0,6.0,13.0,4.0,2.0,9.0,2.0,,14.0,51.0,,CALAIS
936,62110,,,,,,,,,,,7.0,,HENIN-BEAUMONT
937,62120,,,,1.0,,,,,,,,,LINGHEM
938,62130,,,,1.0,,,,,,,,,GAUCHIN-VERLOINGT
939,62153,,,1.0,6.0,,,,1.0,,,,,SOUCHEZ
940,62155,,,,,,4.0,,,,,,,MERLIMONT
941,62160,,,19.0,,,,14.0,,17.0,,,,GRENAY
942,62164,,,,,3.0,,,,,,,,AUDRESSELLES
943,62190,,,,6.0,,,,,,,,,AMES
944,62200,,6.0,,23.0,1.0,,2.0,,,,,,BOULOGNE-SUR-MER
945,62220,,,1.0,,,,,,,,,,CARVIN
946,62280,,,,7.0,,,,,,,,,SAINT-MARTIN-BOULOGNE
947,62300,,,4.0,1.0,3.0,,19.0,7.0,12.0,5.0,3.0,8.0,ELEU-DIT-LEAUWETTE
948,62330,,,,,,,3.0,,,,,,GUARBECQUE
949,62350,,,,,,,,,,,,3.0,SAINT-FLORIS
950,62400,,,,,,3.0,,,,,1.0,,ESSARS
951,62410,,,,,,,3.0,,,,,,WINGLES
952,62500,,1.0,,1.0,,5.0,,,4.0,2.0,,,SAINT-MARTIN-AU-LAERT
953,62600,,,7.0,4.0,,9.0,26.0,2.0,,8.0,7.0,,GROFFLIERS
954,62800,,,,,,,1.0,2.0,,,,,LIEVIN
955,62880,,,,,,,2.0,,,,,,PONT-A-VENDIN
956,62950,,,,,,,,,,,4.0,,NOYELLES-GODAULT
957,62990,,,,,5.0,,,,,,,,BEAURAINVILLE
958,63000,,3.0,23.0,19.0,41.0,19.0,39.0,185.0,343.0,283.0,260.0,9.0,CLERMONT-FERRAND
959,63100,,,,,,,,1.0,1.0,,2.0,,
960,63110,,,2.0,,,,,,3.0,6.0,1.0,2.0,BEAUMONT
961,63112,,,,,,,,,,,1.0,,BLANZAT
962,63122,,1.0,,,,,,,,,,,SAINT-GENES-CHAMPANELLE
963,63130,,,,,,,,,,,,2.0,ROYAT
964,63160,,,,,,,,4.0,3.0,3.0,6.0,,MAUZUN
965,63170,,,,,,,,,,12.0,,,PERIGNAT-LES-SARLIEVE
966,63190,,,,,,,1.0,,14.0,2.0,,,BORT-L'ETANG
967,63200,,,,,,,6.0,,,33.0,18.0,,MARSAT
968,63210,,,,,,,,,,3.0,,,HEUME-L'EGLISE
969,63270,,,,,,,,,3.0,,,,SAINT-MAURICE
970,63290,,,,,,,,,,,2.0,,PUY-GUILLAUME
971,63300,,,,6.0,,,,3.0,,3.0,9.0,3.0,DORAT
972,63330,,,,,,,,,13.0,,,,LA CELLETTE
973,63360,,,,,,,,,,,6.0,,SAINT-BEAUZIRE
974,63370,,,,,,,,,,,1.0,,LEMPDES
975,63420,,,,,,,2.0,,,,,,ARDES
976,63450,,,,,,,,,,,2.0,,OLLOIX
977,63500,,,,,,,,,,,8.0,,BRENAT
978,63510,,,,,,1.0,,,,,2.0,,AULNAT
979,63570,,,,,,,,,,,1.0,,AUZAT-LA-COMBELLE
980,63600,,,3.0,,,,,,,,10.0,1.0,SAINT-FERREOL-DES-COTES
981,63760,,,,,,,,,,,,1.0,LASTIC
982,63800,,,,,,,,1.0,,,,,LA ROCHE-NOIRE
983,63870,,,1.0,,,2.0,1.0,8.0,3.0,7.0,9.0,,ORCINES
984,64000,,6.0,7.0,8.0,26.0,,6.0,16.0,,,4.0,,PAU
