,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Ville
985,64100,,10.0,3.0,36.0,,24.0,22.0,15.0,30.0,11.0,5.0,,BAYONNE
986,64140,,,,,,,,11.0,,,,,LONS
987,64200,,1.0,11.0,5.0,,5.0,2.0,,,5.0,3.0,,BASSUSSARRY
988,64210,,,2.0,,,,,,,,,,ARBONNE
989,64250,,,,,,,3.0,,,,,,CAMBO-LES-BAINS
990,64400,,,,2.0,,1.0,,,,,6.0,,ESTOS
991,64500,,,,,,1.0,,,,,,,SAINT-JEAN-DE-LUZ
992,64570,,,,2.0,,,,,,,,,ANCE
993,64700,,,,,3.0,,14.0,,2.0,3.0,3.0,,HENDAYE
994,64800,,,,,,,,1.0,,,,,LESTELLE-BETHARRAM
995,65000,,,,3.0,,,,29.0,,,,,TARBES
996,65100,,,,,,,1.0,,,,,,JARRET
997,65130,,,,,,,,1.0,,,,,TILHOUSE
998,65150,,,,,,,,2.0,,,,,NISTOS
999,65200,,,,,,,,,1.0,,,,GERDE
1000,65300,,,4.0,,,,,,,,,,CAMPISTROUS
1001,65700,,2.0,,,,,,,,,,,LAFITOLE
1002,66000,,,23.0,25.0,7.0,34.0,2.0,1.0,4.0,20.0,47.0,,
1003,66100,,,,4.0,,,,,,,1.0,,
1004,66200,,,,,,10.0,,,54.0,,,,THEZA
1005,66670,,,,4.0,,,,,,,,,BAGES
1006,66690,,,8.0,,,,,,,,,,SOREDE
1007,67000,35.0,117.0,128.0,129.0,108.0,100.0,254.0,356.0,232.0,156.0,143.0,8.0,STRASBOURG
1008,67076,,,,1.0,,,,,,,,,
1009,67081,,,,,,51.0,,4.0,,,,,
1010,67098,,,,,2.0,,,,,,,,
1011,67100,139.0,1341.0,1889.0,2704.0,2040.0,1557.0,2311.0,2414.0,2351.0,1712.0,2046.0,144.0,
1012,67110,,,3.0,,,,2.0,1.0,,,2.0,,NIEDERBRONN-LES-BAINS
1013,67116,,3.0,,,,1.0,,,,,,,REICHSTETT
1014,67118,,,,,2.0,3.0,,,,6.0,,,GEISPOLSHEIM
1015,67120,,,5.0,,7.0,5.0,,1.0,3.0,,17.0,,ERNOLSHEIM-BRUCHE
1016,67130,,,,,4.0,,,,5.0,,4.0,,WISCHES
1017,67140,,,,,,12.0,,,5.0,4.0,,,ZELLWILLER
1018,67150,,2.0,,,,2.0,1.0,,1.0,2.0,,,SCHAEFFERSHEIM
1019,67160,,,,,,,,,2.0,,,,SALMBACH
1020,67170,,,2.0,,,,4.0,,,,,,DONNENHEIM
1021,67190,,,,,,2.0,,,,,2.0,,MOLLKIRCH
1022,67200,6.0,26.0,179.0,54.0,33.0,51.0,26.0,31.0,12.0,8.0,14.0,,
1023,67201,,,10.0,,3.0,,,1.0,,,,,ECKBOLSHEIM
1024,67210,,,,4.0,,,2.0,,3.0,,,,GOXWILLER
1025,67230,,,,3.0,,,,14.0,1.0,7.0,1.0,,DIEBOLSHEIM
1026,67240,,,,3.0,,,,,,,3.0,,SCHIRRHEIN
1027,67250,,,,2.0,,,,,,,,,HUNSPACH
1028,67300,4.0,47.0,24.0,96.0,27.0,24.0,43.0,45.0,109.0,35.0,225.0,,SCHILTIGHEIM
1029,67310,,,,,,,,,2.0,,,,RANGEN
1030,67330,,,,,,6.0,4.0,,,,4.0,,OBERSOULTZBACH
1031,67340,,3.0,,,,,,,,,,,INGWILLER
1032,67350,,1.0,,,,,1.0,,,,,,KINDWILLER
1033,67380,4.0,6.0,,4.0,28.0,2.0,2.0,,2.0,4.0,4.0,,LINGOLSHEIM
1034,67400,1.0,10.0,,24.0,16.0,1.0,7.0,23.0,16.0,20.0,6.0,,ILLKIRCH-GRAFFENSTADEN
1035,67430,,,,,2.0,,,,,,,,DEHLINGEN
1036,67450,,,,1.0,1.0,,,9.0,2.0,1.0,,,LAMPERTHEIM
1037,67460,,,,,,9.0,,1.0,,1.0,2.0,,SOUFFELWEYERSHEIM
1038,67490,,,,,3.0,,,,,,,,FRIEDOLSHEIM
1039,67500,,7.0,30.0,1.0,,4.0,5.0,15.0,6.0,11.0,11.0,,WEITBRUCH
1040,67520,,,,,,,,,1.0,,,,MARLENHEIM
1041,67540,4.0,1.0,3.0,3.0,26.0,,4.0,,2.0,1.0,6.0,,OSTWALD
1042,67550,,1.0,,,,,1.0,4.0,,,,,VENDENHEIM
1043,67570,,,,,,,,,,,7.0,,ROTHAU
1044,67580,,,,,,6.0,,,,,,,LAUBACH
1045,67600,,2.0,5.0,3.0,7.0,2.0,,33.0,5.0,,20.0,,BINDERNHEIM
1046,67700,,,,,1.0,,10.0,6.0,20.0,1.0,9.0,,ECKARTSWILLER
1047,67800,,,2.0,5.0,2.0,2.0,2.0,3.0,8.0,,22.0,,HOENHEIM
1048,67810,,,,,,,,,,1.0,,,HOLTZHEIM
1049,67860,,,,1.0,,,,,,,,,RHINAU
1050,67930,,,,,,,,,,2.0,,,KESSELDORF
1051,68000,,8.0,2.0,2.0,1.0,4.0,2.0,11.0,25.0,,21.0,,COLMAR
1052,68100,,4.0,11.0,9.0,33.0,14.0,17.0,43.0,4.0,13.0,25.0,7.0,
1053,68128,,1.0,,,,,,,,,,,ROSENAU
1054,68130,,,,,4.0,,,,,,,,EMLINGEN
1055,68200,,,,4.0,,,1.0,,,,,,
1056,68270,,,,2.0,,,,,,,,,RUELISHEIM
1057,68300,,,1.0,,,,,,,,1.0,,SAINT-LOUIS
1058,68320,,,,,,,,1.0,,,,,DURRENENTZEN
1059,68500,,1.0,,,,,,,,,1.0,,HARTMANNSWILLER
1060,68630,,,,,,3.0,,,,,,,MITTELWIHR
1061,68700,,,,3.0,,,,,,,,,MICHELBACH
1062,68850,,,,,,1.0,,,,,,,STAFFELFELDEN
1063,69000,,,3.0,,,3.0,,,,6.0,,,
1064,69001,,,4.0,,,,,,2.0,,,,LYON--1ER-ARRONDISSEMENT
1065,69002,,,34.0,,8.0,21.0,13.0,16.0,3.0,3.0,2.0,,LYON--2E--ARRONDISSEMENT
1066,69003,,4.0,41.0,25.0,10.0,12.0,15.0,52.0,24.0,26.0,15.0,,LYON--3E--ARRONDISSEMENT
1067,69004,,8.0,5.0,,3.0,5.0,,,,,,,LYON--4E--ARRONDISSEMENT
1068,69005,,100.0,232.0,158.0,123.0,132.0,276.0,244.0,225.0,194.0,246.0,30.0,LYON--5E--ARRONDISSEMENT
1069,69006,,7.0,,,,,2.0,,,,,,LYON--6E--ARRONDISSEMENT
1070,69007,,10.0,14.0,6.0,8.0,,1.0,2.0,,,13.0,,LYON--7E--ARRONDISSEMENT
1071,69008,,1.0,2.0,,,2.0,3.0,4.0,,2.0,3.0,,LYON--8E--ARRONDISSEMENT
1072,69009,,,,6.0,,8.0,,1.0,,4.0,2.0,,LYON--9E--ARRONDISSEMENT
1073,69100,,3.0,9.0,10.0,8.0,7.0,22.0,2.0,5.0,36.0,1.0,,VILLEURBANNE
1074,69120,,,4.0,4.0,,12.0,,3.0,,,10.0,,VAULX-EN-VELIN
1075,69126,,,,,,,3.0,,,,,,BRINDAS
1076,69130,,,,,3.0,,,,,,,,ECULLY
1077,69140,,,2.0,,,,,,,,,,RILLIEUX-LA-PAPE
1078,69150,,19.0,,,,,,,,10.0,,,DECINES-CHARPIEU
1079,69170,,,3.0,,,,,,,,5.0,,SAINT-APPOLINAIRE
1080,69190,,,12.0,,,,,7.0,2.0,,,,SAINT-FONS
1081,69200,,3.0,2.0,2.0,,,,2.0,,2.0,7.0,,VENISSIEUX
1082,69290,,,3.0,,,,,,,,,,SAINT-GENIS-LES-OLLIERES
1083,69300,,,,,1.0,,,,,,,,CALUIRE-ET-CUIRE
1084,69330,,,,2.0,,,1.0,,1.0,,14.0,,JONS
1085,69340,,,,,,,5.0,,,,,,FRANCHEVILLE
1086,69380,,,,,,,,7.0,,,,,DOMMARTIN
1087,69400,,,3.0,,9.0,8.0,2.0,9.0,,,,,LIERGUES
1088,69500,,,,5.0,1.0,,,,,,,,BRON
1089,69530,,,,1.0,,,,,,,,,BRIGNAIS
1090,69600,,,,,1.0,,,9.0,,,,,OULLINS
1091,69670,,,,,,,,,1.0,,,,VAUGNERAY
1092,69700,,,,,,,15.0,4.0,,,,,ECHALAS
1093,69780,,,,2.0,1.0,,,,,,,,SAINT-PIERRE-DE-CHANDIEU
1094,69800,,,,6.0,,19.0,1.0,2.0,,,1.0,,SAINT-PRIEST
1095,69860,,,,,,1.0,,,,,,,SAINT-JACQUES-DES-ARRETS
1096,70000,,4.0,,,,,,,,1.0,,,ECHENOZ-LE-SEC
1097,70052,,,,,,,,7.0,,,,,
1098,70180,,,,1.0,,,,,,,,,BROTTE-LES-RAY
1099,71000,,,22.0,2.0,1.0,1.0,,21.0,10.0,11.0,19.0,24.0,SANCE
1100,71100,,,2.0,1.0,2.0,,2.0,16.0,,3.0,4.0,,SEVREY
1101,71200,,,,,,,,2.0,,,,,SAINT-SERNIN-DU-BOIS
1102,71250,,,,,,1.0,,,,,,,BERGESSERIN
1103,71300,,,,,,,,1.0,,,,,SAINT-BERAIN-SOUS-SANVIGNES
1104,71400,2.0,,,,,,,2.0,,,,,TAVERNAY
1105,71470,,,,,,1.0,,,,,,,SAINTE-CROIX
1106,71500,,,,,1.0,1.0,,,,,1.0,,LA CHAPELLE-NAUDE
1107,71600,,,,,1.0,,,,,,,,HAUTEFOND
1108,71800,,,,,,,,,,,,1.0,COLOMBIER-EN-BRIONNAIS
1109,71850,,,,,,,3.0,,,,,,CHARNAY-LES-MACON
1110,72000,,7.0,12.0,7.0,5.0,61.0,50.0,45.0,18.0,3.0,12.0,8.0,
1111,72100,,1.0,8.0,1.0,2.0,42.0,2.0,7.0,,,1.0,1.0,
1112,72190,,,,,,,,,2.0,,,,COULAINES
1113,72200,,,1.0,,,,,5.0,,,,,MAREIL-SUR-LOIR
1114,72300,,,1.0,,2.0,,,,5.0,,2.0,,PARCE-SUR-SARTHE
1115,72370,,,,,,,,,,,2.0,,LE BREIL-SUR-MERIZE
1116,72400,,,,,,3.0,,,,,3.0,,SAINT-AUBIN-DES-COUDRAIS
1117,72430,,,,,,,,3.0,,,,,FERCE-SUR-SARTHE
1118,72440,,,,,,1.0,,,,,,,MAISONCELLES
1119,72560,3.0,,,,,,,,,,,,CHANGE
1120,73000,,,10.0,5.0,,,17.0,8.0,10.0,2.0,10.0,3.0,CHAMBERY
1121,73200,,,,2.0,4.0,,,,,,,3.0,THENESOL
1122,73500,,,,,1.0,,,,,,,,MODANE
1123,74000,,19.0,12.0,8.0,2.0,8.0,31.0,11.0,18.0,19.0,21.0,3.0,ANNECY
1124,74100,,,7.0,21.0,,1.0,8.0,,,1.0,7.0,,VILLE-LA-GRAND
1125,74120,,,,,,,,,5.0,,,,PRAZ-SUR-ARLY
1126,74130,,4.0,,23.0,,,,,2.0,,,,BONNEVILLE
1127,74140,,,,,,,1.0,,,,,,SCIEZ
1128,74150,,11.0,8.0,,,,,8.0,,,,,SAINT-EUSEBE
1129,74160,,,,,,,2.0,,,,,,BEAUMONT
1130,74200,,,4.0,,,,,28.0,,1.0,1.0,,ANTHY-SUR-LEMAN
1131,74210,,2.0,,,,,,,,,,,MARLENS
1132,74300,,,,7.0,,,1.0,,,,,,CLUSES
1133,74330,,,,,1.0,,1.0,,2.0,,,,EPAGNY
1134,74350,,2.0,,,,,,,2.0,,3.0,,VILLY-LE-PELLOUX
1135,74370,,,,,,,1.0,,,,,,LES OLLIERES
1136,74400,,1.0,,,,,,,,2.0,2.0,,CHAMONIX-MONT-BLANC
1137,74580,,,,,3.0,,,,,,,,VIRY
1138,74700,,,,,,,,,2.0,,,,CORDON
1139,74800,,,,,,,,2.0,,,,,SAINT-LAURENT
1140,74930,,,,,,,1.0,,,,,,SCIENTRIER
1141,74940,,,,,,,,,,,,5.0,ANNECY-LE-VIEUX
1142,74960,,,,,,,,,1.0,,,,CRAN-GEVRIER
1143,75000,2.0,54.0,61.0,43.0,73.0,55.0,26.0,52.0,51.0,123.0,49.0,1.0,PARIS
1144,75001,12.0,230.0,152.0,193.0,213.0,154.0,154.0,154.0,181.0,253.0,156.0,3.0,PARIS-1ER-ARRONDISSEMENT
1145,75002,7.0,110.0,121.0,135.0,154.0,89.0,94.0,178.0,72.0,141.0,234.0,5.0,PARIS-2E-ARRONDISSEMENT
1146,75003,26.0,258.0,180.0,91.0,139.0,68.0,98.0,76.0,104.0,59.0,116.0,,PARIS-3E-ARRONDISSEMENT
1147,75004,12.0,211.0,92.0,105.0,157.0,96.0,99.0,98.0,270.0,167.0,145.0,,PARIS-4E-ARRONDISSEMENT
1148,75005,2.0,100.0,114.0,137.0,129.0,138.0,104.0,104.0,115.0,112.0,58.0,,PARIS-5E-ARRONDISSEMENT
1149,75006,17.0,59.0,172.0,116.0,71.0,45.0,48.0,88.0,57.0,70.0,34.0,4.0,PARIS-6E-ARRONDISSEMENT
1150,75007,6.0,65.0,108.0,49.0,67.0,34.0,50.0,65.0,49.0,48.0,40.0,3.0,PARIS-7E-ARRONDISSEMENT
1151,75008,2.0,164.0,66.0,155.0,167.0,111.0,155.0,228.0,120.0,204.0,128.0,,PARIS-8E-ARRONDISSEMENT
1152,75009,26.0,221.0,121.0,224.0,170.0,188.0,115.0,242.0,243.0,120.0,145.0,3.0,PARIS-9E-ARRONDISSEMENT
1153,75010,720.0,7342.0,7195.0,7451.0,6782.0,6180.0,6564.0,7156.0,9861.0,18237.0,22948.0,484.0,PARIS-10E-ARRONDISSEMENT
1154,75011,59.0,514.0,422.0,427.0,475.0,336.0,298.0,406.0,358.0,381.0,284.0,6.0,PARIS-11E-ARRONDISSEMENT
1155,75012,97.0,671.0,475.0,437.0,730.0,622.0,923.0,477.0,804.0,697.0,460.0,16.0,PARIS-12E-ARRONDISSEMENT
1156,75013,67.0,897.0,726.0,646.0,727.0,560.0,701.0,649.0,646.0,562.0,884.0,13.0,PARIS-13E-ARRONDISSEMENT
1157,75014,39.0,483.0,343.0,1065.0,397.0,309.0,394.0,437.0,479.0,322.0,333.0,28.0,PARIS-14E-ARRONDISSEMENT
1158,75015,65.0,874.0,792.0,534.0,653.0,469.0,473.0,653.0,476.0,360.0,384.0,8.0,PARIS-15E-ARRONDISSEMENT
1159,75016,9.0,72.0,83.0,130.0,128.0,75.0,56.0,63.0,38.0,115.0,119.0,16.0,PARIS-16E-ARRONDISSEMENT
1160,75017,36.0,427.0,231.0,264.0,322.0,314.0,155.0,236.0,519.0,258.0,347.0,24.0,PARIS-17E-ARRONDISSEMENT
1161,75018,107.0,1370.0,1109.0,1037.0,845.0,801.0,775.0,897.0,836.0,679.0,780.0,49.0,PARIS-18E-ARRONDISSEMENT
1162,75019,60.0,727.0,614.0,651.0,560.0,515.0,765.0,397.0,544.0,746.0,554.0,21.0,PARIS-19E-ARRONDISSEMENT
1163,75020,69.0,594.0,476.0,384.0,568.0,350.0,307.0,355.0,500.0,375.0,449.0,18.0,PARIS-20E-ARRONDISSEMENT
1164,75116,1.0,1.0,60.0,11.0,22.0,12.0,,35.0,5.0,8.0,29.0,,
1165,75231,,9.0,,,,,,,,,,,
1166,75571,4.0,86.0,146.0,77.0,146.0,65.0,2.0,2.0,,,,,
1167,75706,,3.0,,2.0,11.0,1.0,12.0,21.0,19.0,,,,
1168,76000,,6.0,48.0,27.0,28.0,57.0,54.0,91.0,237.0,315.0,838.0,85.0,ROUEN
1169,76084,,,,,,,,,,,15.0,,
1170,76100,,,,,1.0,,,,23.0,3.0,1.0,10.0,
1171,76116,,,,,,,,,1.0,,,,SAINT-AIGNAN-SUR-RY
1172,76130,,,,,,,,,,1.0,11.0,,MONT-SAINT-AIGNAN
1173,76140,,,,,,,21.0,,,1.0,1.0,,LE PETIT-QUEVILLY
1174,76150,,,,,,,,,3.0,1.0,13.0,,MAROMME
1175,76160,,,,,,,,,,1.0,,,SAINT-JACQUES-SUR-DARNETAL
1176,76170,,,,,,,3.0,,1.0,1.0,,3.0,SAINT-ANTOINE-LA-FORET
1177,76190,,,,,,,,,,8.0,17.0,15.0,FREVILLE
1178,76200,,,,,11.0,,2.0,5.0,24.0,35.0,17.0,,DIEPPE
1179,76210,,,,,,,,4.0,,4.0,,4.0,MIRVILLE
1180,76220,,,,,,2.0,,,,11.0,,,ERNEMONT-LA-VILLETTE
1181,76230,,,,,,3.0,,,,,10.0,,ISNEAUVILLE
1182,76250,,,,,,,,,,,3.0,,DEVILLE-LES-ROUEN
1183,76260,,,,,,,,,,2.0,2.0,,SAINT-MARTIN-LE-GAILLARD
1184,76270,,,,,,3.0,,,,,1.0,,VATIERVILLE
1185,76280,,,,,4.0,,,,,,,,HERMEVILLE
1186,76300,,4.0,,,1.0,,,,2.0,3.0,,,SOTTEVILLE-LES-ROUEN
1187,76340,,,,,,,,,,1.0,1.0,,REALCAMP
1188,76350,,,,,,,,,,,3.0,4.0,OISSEL
1189,76360,,,,,,,,,,1.0,,,BOUVILLE
1190,76370,,,,,,,,,,,6.0,,GREGES
1191,76390,,,,,,,,,18.0,,,,NULLEMONT
1192,76400,,,1.0,1.0,,4.0,2.0,14.0,124.0,87.0,157.0,4.0,COLLEVILLE
1193,76410,,1.0,,,3.0,,1.0,,5.0,4.0,1.0,,CLEON
1194,76440,,,,,,2.0,,,,,,,LE FOSSE
1195,76490,,,,,,,,,,3.0,,,CAUDEBEC-EN-CAUX
1196,76500,,19.0,,,9.0,,,,,,12.0,,ELBEUF
1197,76510,,,,,,,,,2.0,,,,RICARVILLE-DU-VAL
1198,76530,,,,2.0,,,,,2.0,2.0,,,GRAND-COURONNE
1199,76570,,,,,,,,,,,1.0,,EMANVILLE
1200,76590,,,,,,,,,,,1.0,,SAINTE-FOY
1201,76600,,,,,2.0,,,9.0,6.0,,2.0,,
1202,76610,,,,,3.0,,,,,,,,
1203,76620,,,,,,,,1.0,,1.0,3.0,,
1204,76630,,,,,,,,,24.0,,1.0,,SAINT-QUENTIN-AU-BOSC
1205,76640,,,,,,,,,,,3.0,2.0,ROCQUEFORT
1206,76690,,,,4.0,,,,,,,,,LE BOCASSE
1207,76730,,,,,,,5.0,,,,,,VENESTANVILLE
1208,76740,,,,,,,,,,,,3.0,HEBERVILLE
1209,76770,,,,,,,,,7.0,,,,HOUPPEVILLE
1210,76800,,,,,,15.0,,,10.0,,,,SAINT-ETIENNE-DU-ROUVRAY
1211,76870,,,,,,,,,,,1.0,,BEAUSSAULT
1212,76890,,,,,,,,,,,1.0,,SAINT-OUEN-DU-BREUIL
1213,76920,,,,,3.0,,,,,,,,AMFREVILLE-LA-MI-VOIE
1214,76950,,,,,2.0,,,,,,,,LES GRANDES-VENTES
1215,77000,6.0,88.0,62.0,99.0,80.0,70.0,142.0,174.0,215.0,247.0,328.0,14.0,MEULIN
1216,77090,,,,,,,,,,,8.0,,COLLEGIEN
1217,77100,,18.0,39.0,61.0,31.0,25.0,16.0,96.0,193.0,163.0,137.0,1.0,MAREUIL-LES-MEAUX
1218,77120,,37.0,18.0,17.0,20.0,8.0,2.0,31.0,41.0,17.0,27.0,,MOUROUX
1219,77122,,,,,,,2.0,,,,,,MONTHYON
1220,77124,,,,,,,,,,,2.0,,CHAUCONIN-NEUFMONTIERS
1221,77127,,,,9.0,,,1.0,9.0,3.0,20.0,5.0,,LIEUSAINT
1222,77130,,2.0,3.0,15.0,120.0,55.0,11.0,14.0,56.0,15.0,5.0,,SAINT-GERMAIN-LAVAL
1223,77140,,1.0,2.0,10.0,,108.0,22.0,24.0,10.0,17.0,6.0,,NONVILLE
1224,77144,,,,,,,,2.0,,,,,MONTEVRAIN
1225,77150,,,,,,5.0,,1.0,,,,,LESIGNY
1226,77160,,1.0,3.0,13.0,,3.0,3.0,21.0,12.0,5.0,11.0,13.0,VULAINES-LES-PROVINS
1227,77170,,3.0,,5.0,,15.0,6.0,15.0,9.0,1.0,2.0,2.0,COUBERT
1228,77174,,,,,,,1.0,,,,,,VILLENEUVE-LE-COMTE
1229,77176,,,2.0,6.0,1.0,14.0,28.0,52.0,9.0,24.0,4.0,,NANDY
1230,77177,,,2.0,,,,,1.0,,2.0,4.0,,BROU-SUR-CHANTEREINE
1231,77184,,,,,,,,,,17.0,,,EMERAINVILLE
1232,77185,,,,2.0,8.0,61.0,3.0,17.0,1.0,,15.0,,LOGNES
1233,77186,,1.0,89.0,5.0,,4.0,16.0,15.0,34.0,50.0,10.0,,NOISIEL
1234,77190,,12.0,31.0,9.0,1.0,3.0,9.0,4.0,4.0,9.0,8.0,,VILLIERS-EN-BIERE
1235,77200,1.0,7.0,2.0,19.0,10.0,36.0,10.0,15.0,64.0,26.0,8.0,,TORCY
1236,77210,,3.0,9.0,,3.0,6.0,1.0,7.0,,28.0,12.0,,AVON
1237,77220,,,,11.0,1.0,11.0,1.0,13.0,5.0,29.0,1.0,3.0,GRETZ-ARMAINVILLIERS
1238,77230,,3.0,3.0,7.0,5.0,12.0,2.0,21.0,1.0,,11.0,,VINANTES
1239,77240,,,1.0,,,1.0,21.0,8.0,5.0,,2.0,,CESSON
1240,77247,,,,,,2.0,,,,,,,
1241,77250,,,,,2.0,6.0,,,1.0,2.0,,,VILLEMER
1242,77260,,,1.0,7.0,2.0,9.0,,6.0,,6.0,7.0,,CHAMIGNY
1243,77270,,11.0,9.0,23.0,20.0,4.0,13.0,17.0,15.0,41.0,44.0,44.0,VILLEPARISIS
1244,77280,2.0,1.0,,,,,,2.0,,4.0,,,OTHIS
1245,77290,,21.0,5.0,7.0,13.0,29.0,,16.0,24.0,74.0,14.0,8.0,MITRY-MORY
1246,77300,,8.0,17.0,12.0,13.0,17.0,,6.0,90.0,43.0,34.0,,FONTAINEBLEAU
1247,77310,,,1.0,1.0,,,6.0,10.0,2.0,11.0,2.0,,PRINGY
1248,77320,,,,,3.0,12.0,,2.0,1.0,,3.0,,CHOISY-EN-BRIE
1249,77330,,,,,,,1.0,,,2.0,,,OZOIR-LA-FERRIERE
1250,77340,,18.0,25.0,14.0,3.0,13.0,11.0,18.0,5.0,23.0,19.0,,PONTAULT-COMBAULT
1251,77350,,,1.0,8.0,,8.0,2.0,13.0,9.0,21.0,19.0,,BOISSETTES
1252,77360,,,1.0,,5.0,,,5.0,8.0,,,,VAIRES-SUR-MARNE
1253,77370,,,,,7.0,7.0,,2.0,8.0,46.0,7.0,,CLOS-FONTAINE
1254,77380,,,1.0,7.0,81.0,7.0,,27.0,6.0,2.0,9.0,,COMBS-LA-VILLE
1255,77390,,,2.0,,,,,,,,6.0,,ARGENTIERES
1256,77400,,10.0,1.0,27.0,3.0,,6.0,16.0,71.0,50.0,5.0,,THORIGNY-SUR-MARNE
1257,77410,,,,,4.0,18.0,6.0,2.0,21.0,,,,CHARNY
1258,77420,,3.0,5.0,1.0,,18.0,24.0,40.0,22.0,5.0,40.0,,CHAMPS-SUR-MARNE
1259,77430,,,3.0,2.0,,2.0,,,,,10.0,4.0,CHAMPAGNE-SUR-SEINE
1260,77450,,,,,1.0,27.0,,4.0,,2.0,,,ISLES-LES-VILLENOY
1261,77460,,,,,,1.0,,,2.0,,5.0,,SOUPPES-SUR-LOING
1262,77480,,,1.0,2.0,,,,,14.0,1.0,,,MONTIGNY-LE-GUESDIER
1263,77500,6.0,11.0,31.0,95.0,23.0,42.0,26.0,65.0,30.0,126.0,67.0,,CHELLES
1264,77515,,,,1.0,,,,,,,,,FAREMOUTIERS
1265,77520,,,2.0,9.0,2.0,,,2.0,,,4.0,,PAROY
